0.9979300128
0.00144446987
0.00032028225
0.00012070452
5.97E-05
3.41E-05
2.14E-05
1.45E-05
1.03E-05
7.61E-06
5.83E-06
4.59E-06
3.70E-06
3.04E-06
2.54E-06
2.16E-06
1.85E-06
1.61E-06
1.41E-06
1.25E-06
1.12E-06
1.01E-06
9.14E-07
8.34E-07
7.66E-07
7.07E-07
6.57E-07
6.11E-07
5.73E-07
5.39E-07
5.09E-07
4.84E-07
2.17E-07
